영화명,번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,첫주_관객수,top10_주수,최고_순위,백만_돌파
레전드 오브 조로,283,2005,10,4,0,0,액션,미국,0,12.4,16.2,163908,2,5,0
유령신부(애니),284,2005,11,3,0,0,애니메이션,영국,0,15.8,20.7,196308,3,4,0
"사랑해, 말순씨",285,2005,11,3,0,0,드라마,한국,1,15.8,20.7,185020,2,5,0
40살까지 못해본 사람,286,2005,11,4,0,0,코미디,미국,0,16.4,21.8,35899,1,9,0
월래스와 그로밋 : 거대토끼의 저주,287,2005,11,4,0,0,애니메이션,영국,0,16.4,21.8,165663,2,6,0
이터널 선샤인,288,2005,11,3,0,0,멜로/로맨스,미국,0,13.9,17.7,63931,7,4,0
미스터 소크라테스,289,2005,11,3,0,0,액션,한국,1,13.9,17.7,351560,5,1,1
"소년, 천국에 가다",290,2005,11,4,0,0,드라마,한국,1,12.8,17.2,142002,2,6,0
그림형제 : 마르바덴 숲의 전설,291,2005,11,3,0,0,판타지,미국,0,3.5,8.1,290460,4,2,0
플라이트 플랜,292,2005,11,4,0,0,드라마,미국,0,3.6,7.5,274899,4,3,0
무영검,293,2005,11,4,0,0,액션,한국,1,3.6,7.5,255979,4,3,0
엘리자베스타운,294,2005,11,4,0,0,코미디,미국,0,3.6,7.5,51885,1,10,0
로드 오브 워,295,2005,11,4,0,0,액션,미국,0,3.6,7.5,62571,2,6,0
도쿄타워,296,2005,11,2,0,0,드라마,일본,0,8.5,13.3,32514,1,9,0
광식이 동생 광태,297,2005,11,2,0,0,코미디,한국,1,8.5,13.3,731168,5,1,1
나의 결혼원정기,298,2005,11,2,0,0,드라마,한국,1,8.5,13.3,265381,5,3,0
해리 포터와 불의 잔,299,2005,12,3,0,1,액션,미국,0,5.9,11.1,1055517,9,1,1
6월의 일기,300,2005,12,3,0,1,드라마,한국,1,5.9,11.1,242205,4,3,0
저스트 라이크 헤븐,301,2005,12,3,0,1,코미디,미국,0,5.9,11.1,119741,2,5,0
둠,302,2005,12,4,0,1,액션,미국,0,1.0,4.0,21321,1,10,0
애인,303,2005,12,3,0,1,멜로/로맨스,한국,1,-2.3,0.8,69282,2,7,0
프라임 러브,304,2005,12,3,0,1,코미디,미국,0,-2.3,0.8,139553,3,4,0
킹콩,305,2005,12,2,0,1,드라마,미국,0,-5.8,-2.0,669955,7,2,1
태풍,306,2005,12,2,0,1,드라마,한국,1,-5.8,-2.0,1365184,5,1,1
"우리, 사랑해도 되나요?",307,2005,12,3,0,1,멜로/로맨스,미국,0,-4.5,-0.4,39464,2,7,0
작업의 정석,308,2005,12,2,0,1,코미디,한국,1,-6.2,-1.7,26399,6,3,1
파랑주의보,309,2005,12,3,0,1,드라마,한국,1,-6.6,-3.2,180101,2,5,0
왕의 남자,310,2005,12,3,0,1,드라마,한국,1,-2.9,1.2,1007507,13,1,1
"나니아 연대기-사자,마녀 그리고 옷장",311,2005,12,3,0,1,가족,미국,0,-2.9,1.2,870055,5,2,1
청연,312,2005,12,3,0,1,드라마,한국,1,-2.9,1.2,290478,3,6,0
싸움의 기술,313,2006,1,3,0,1,코미디,한국,1,-7.1,-2.5,495457,3,3,1
퍼햅스 러브,314,2006,1,3,0,1,뮤지컬,홍콩,0,-7.1,-2.5,57432,2,9,0
야수,315,2006,1,3,0,1,액션,한국,1,1.4,4.5,494114,4,2,0
당신이 그녀라면,316,2006,1,3,0,1,코미디,미국,0,1.4,4.5,28535,2,9,0
홀리데이,317,2006,1,3,0,1,드라마,한국,1,2.4,6.9,254664,4,3,1
투사부일체,318,2006,1,3,0,1,코미디,한국,1,2.4,6.9,1388475,5,1,1
투 브라더스,319,2006,1,4,0,1,드라마,프랑스,0,2.6,6.5,74060,3,8,0
사랑을 놓치다,320,2006,1,3,0,1,멜로/로맨스,한국,1,0.2,3.9,156998,3,5,0
무극,321,2006,1,3,0,1,멜로/로맨스,중국,0,0.2,3.9,302202,2,4,0
치킨리틀,322,2006,1,3,0,1,애니메이션,미국,0,0.2,3.9,146755,2,6,0
게이샤의 추억,323,2006,2,3,0,0,드라마,미국,0,-2.9,1.0,328818,3,5,0
내니맥피-우리 유모는 마법사,324,2006,2,4,0,0,코미디,영국,0,-11.7,-8.6,120136,2,8,0
백만장자의 첫사랑,325,2006,2,3,0,0,멜로/로맨스,한국,1,-4.5,-1.2,256055,3,5,0
흡혈형사 나도열,326,2006,2,3,0,0,코미디,한국,1,-4.5,-1.2,617315,5,2,1
폭풍우 치는 밤에,327,2006,2,3,0,0,애니메이션,일본,0,-4.5,-1.2,57960,4,10,0
뮌헨,328,2006,2,4,0,0,스릴러,미국,0,1.4,4.0,306812,3,4,0
쏘우 2,329,2006,2,3,0,0,공포(호러),미국,0,1.7,6.9,161341,4,6,0
구세주,330,2006,2,3,0,0,코미디,한국,1,1.7,6.9,466401,5,2,1
파이어월,331,2006,2,4,0,0,액션,미국,0,-4.5,-1.3,82174,1,9,0
음란서생,332,2006,2,3,0,0,사극,한국,1,1.1,6.1,756459,5,1,1
손님은 왕이다,333,2006,2,3,0,0,드라마,한국,1,1.1,6.1,80271,2,8,0
언더월드2 - 에볼루션,334,2006,2,3,0,0,액션,미국,0,1.1,6.1,173085,4,4,0
웨딩 크래셔,335,2006,3,2,0,0,코미디,미국,0,0.0,2.5,146546,2,5,0
브로크백 마운틴,336,2006,3,2,0,0,드라마,미국,0,0.0,2.5,78645,2,7,0
데이지,337,2006,3,3,0,0,멜로/로맨스,한국,1,10.7,15.6,518913,3,1,0
앙코르,338,2006,3,3,0,0,드라마,미국,0,10.7,15.6,93780,2,6,0
여교수의 은밀한 매력,339,2006,3,3,0,0,코미디,한국,1,4.1,6.9,346054,3,1,0
방과후 옥상,340,2006,3,3,0,0,코미디,한국,1,4.1,6.9,281233,4,2,0
로망스,341,2006,3,3,0,0,멜로/로맨스,한국,1,4.1,6.9,190081,2,5,0
브이 포 벤데타,342,2006,3,3,0,0,액션,미국,0,4.1,6.9,188169,3,6,0
무인 곽원갑,343,2006,3,3,0,0,액션,중국,0,6.3,10.8,166173,2,5,0
청춘만화,344,2006,3,3,0,0,코미디,한국,1,6.3,10.8,662417,4,1,1
오만과 편견,345,2006,3,4,0,0,멜로/로맨스,미국,0,6.2,12.0,174002,8,2,0
카리스마 탈출기,346,2006,3,3,0,0,코미디,한국,1,4.4,9.3,63227,1,8,0
원초적 본능 2,347,2006,3,3,0,0,스릴러,미국,0,4.4,9.3,188198,2,4,0
뻔뻔한 딕&제인,348,2006,3,3,0,0,코미디,미국,0,4.4,9.3,216315,3,3,0
시리아나,349,2006,3,3,0,0,스릴러,미국,0,4.4,9.3,55761,1,9,0
빨간모자의 진실,350,2006,4,3,0,0,애니메이션,미국,0,9.7,13.0,304587,6,2,0
"달콤, 살벌한 연인",351,2006,4,3,0,0,스릴러,한국,1,9.7,13.0,495165,6,1,1
크래쉬,352,2006,4,3,0,0,드라마,미국,0,9.7,13.0,70335,2,7,0
에디슨 시티,353,2006,4,3,0,0,액션,미국,0,9.7,13.0,62089,1,8,0
달콤한 백수와 사랑만들기,354,2006,4,4,0,0,멜로/로맨스,미국,0,10.2,13.3,43260,1,10,0
엑소시즘 오브 에밀리 로즈,355,2006,4,3,0,0,공포(호러),미국,0,9.7,12.0,87846,2,5,0
연리지,356,2006,4,3,0,0,멜로/로맨스,한국,1,9.7,12.0,78941,1,7,0
드리머,357,2006,4,3,0,0,드라마,미국,0,9.7,12.0,134147,2,3,0
매치 포인트,358,2006,4,3,0,0,멜로/로맨스,영국,0,9.7,12.0,64552,1,8,0
마이 캡틴 김대출,359,2006,4,3,0,0,코미디,한국,1,7.3,9.3,84537,1,8,0
식스틴블럭,360,2006,4,3,0,0,액션,미국,0,7.3,9.3,150533,2,4,0
아이스 에이지 2,361,2006,4,3,0,0,애니메이션,미국,0,7.3,9.3,112050,3,6,0
인사이드 맨,362,2006,4,4,0,0,드라마,미국,0,10.6,16.7,155556,2,3,0
맨발의 기봉이,363,2006,4,2,0,0,드라마,한국,1,12.0,16.7,490665,5,2,1
도마뱀,364,2006,4,3,0,0,멜로/로맨스,한국,1,12.3,18.7,210315,3,4,0
사생결단,365,2006,4,3,0,0,액션,한국,1,12.3,18.7,642160,5,1,1
미션 임파서블 3,366,2006,5,2,0,0,액션,미국,0,15.7,21.2,1445146,8,1,1
국경의 남쪽,367,2006,5,3,0,0,드라마,한국,1,17.7,24.7,144056,3,6,0
개구리중사 케로로,368,2006,5,3,0,0,애니메이션,일본,0,17.7,24.7,47803,1,10,0
공필두,369,2006,5,3,0,0,코미디,한국,1,18.9,24.2,109462,2,5,0
파이널 데스티네이션,370,2006,5,3,0,0,공포(호러),미국,0,18.9,24.2,180882,3,4,0
안소니 짐머,371,2006,5,3,0,0,스릴러,프랑스,0,18.9,24.2,18536,1,10,0
다빈치 코드,372,2006,5,3,0,0,미스터리,미국,0,20.2,24.8,1250605,5,1,1
가족의 탄생,373,2006,5,3,0,0,드라마,한국,1,20.2,24.8,111173,3,6,0
호로비츠를 위하여,374,2006,5,3,0,0,드라마,한국,1,18.8,21.3,190679,3,4,0
"생, 날선생",375,2006,5,3,0,0,코미디,한국,1,18.8,21.3,154526,2,5,0
행운을 돌려줘!,376,2006,5,3,0,0,멜로/로맨스,미국,0,18.8,21.3,23989,1,10,0
짝패,377,2006,5,3,0,0,액션,한국,1,18.8,21.3,380398,4,3,1
구타유발자들,378,2006,5,2,0,0,코미디,한국,1,21.3,26.7,91592,2,8,0
포세이돈,379,2006,5,2,0,0,액션,미국,0,21.3,26.7,952588,5,1,1
헷지,380,2006,5,2,0,0,애니메이션,미국,0,21.3,26.7,346143,4,2,0
모노폴리,381,2006,6,3,0,0,범죄,한국,1,22.7,28.1,174470,3,6,0
오멘,382,2006,6,1,0,0,공포(호러),미국,0,21.9,27.3,208648,2,6,0
환생,383,2006,6,3,0,0,공포(호러),일본,0,20.1,24.0,167746,3,4,0
엑스맨 : 최후의 전쟁,384,2006,6,3,0,0,SF,미국,0,18.5,22.7,806496,5,1,1
비열한 거리,385,2006,6,3,0,0,액션,한국,1,18.5,22.7,515935,5,1,1
강적,386,2006,6,3,0,0,액션,한국,1,22.6,28.8,171138,3,3,0
이온 플럭스,387,2006,6,3,0,0,액션,미국,0,22.6,28.8,45256,1,8,0
럭키 넘버 슬레븐,388,2006,6,3,0,0,스릴러,미국,0,22.6,28.8,131160,4,5,0
착신아리 파이널,389,2006,6,3,0,0,공포(호러),일본,0,22.6,28.8,151218,2,5,0
아치와 씨팍,390,2006,6,2,0,0,애니메이션,한국,1,23.7,27.7,71504,2,8,0
하프 라이트,391,2006,6,2,0,0,스릴러,미국,0,23.7,27.7,35310,1,10,0
수퍼맨 리턴즈,392,2006,6,2,0,0,SF,미국,0,23.7,27.7,814768,4,1,1
아랑,393,2006,6,2,0,0,공포(호러),한국,1,23.7,27.7,342322,4,3,0
캐리비안의 해적 : 망자의 함,394,2006,7,3,1,0,액션,미국,0,21.1,23.5,1227642,6,1,1
아파트,395,2006,7,3,1,0,공포(호러),한국,1,21.1,23.5,258230,3,4,0
파이스토리,396,2006,7,3,1,0,애니메이션,한국,1,21.1,23.5,100282,3,6,0
한반도,397,2006,7,3,1,0,드라마,한국,1,25.2,27.2,1077280,5,1,1
얼음왕국 : 북극의 여름이야기(다큐),398,2006,7,3,1,0,다큐멘터리,프랑스,0,25.2,27.2,26674,1,8,0
카,399,2006,7,3,1,0,애니메이션,미국,0,21.7,24.7,198209,4,3,0
패스트 앤 퓨리어스 도쿄 드리프트,400,2006,7,3,1,0,액션,미국,0,21.7,24.7,104966,2,6,0
울트라바이올렛,401,2006,7,3,1,0,액션,미국,0,21.7,24.7,64879,2,8,0
포켓몬 레인저와 바다의 왕자 마나피,402,2006,7,3,1,0,애니메이션,일본,0,21.7,24.7,53053,4,8,0
2월 29일 - 어느날 갑자기 첫번째 이야기,403,2006,7,4,1,0,공포(호러),한국,1,22.1,26.7,21247,1,10,0
괴물,404,2006,7,3,1,0,SF,한국,1,20.9,22.0,2256700,9,1,1
가필드 2,405,2006,7,3,1,0,애니메이션,미국,0,20.9,22.0,64945,2,6,0
유실물,406,2006,7,3,1,0,공포(호러),일본,0,20.9,22.0,124198,2,5,0
네번째 층 - 어느날 갑자기 두번째 이야기,407,2006,7,3,1,0,공포(호러),한국,1,20.9,22.0,13098,1,10,0
플라이 대디,408,2006,8,3,1,0,드라마,한국,1,28.6,33.2,241090,2,4,0
스승의 은혜,409,2006,8,3,1,0,공포(호러),한국,1,28.6,33.2,243697,3,3,0
몬스터 하우스,410,2006,8,3,1,0,공포(호러),미국,0,28.6,33.2,343552,3,2,1
게드전기 : 어스시의 전설,411,2006,8,3,1,0,애니메이션,일본,0,28.6,33.2,105696,2,7,0
각설탕,412,2006,8,3,1,0,드라마,한국,1,28.6,33.2,294345,5,2,1
다세포소녀,413,2006,8,3,1,0,코미디,한국,1,28.6,33.2,298895,2,3,0
마이애미 바이스,414,2006,8,3,1,0,액션,미국,0,26.6,30.8,234897,2,5,0
"사랑하니까, 괜찮아",415,2006,8,3,1,0,멜로/로맨스,한국,1,26.6,30.8,144955,1,7,0
겁나는 여친의 완벽한 비밀,416,2006,8,3,1,0,코미디,미국,0,26.6,30.8,112653,2,8,0
신데렐라,417,2006,8,3,1,0,공포(호러),한국,1,26.6,30.8,309726,2,4,0
예의없는 것들,418,2006,8,3,1,0,액션,한국,1,27.0,30.7,323531,4,2,0
아이스케키,419,2006,8,3,1,0,드라마,한국,1,27.0,30.7,235344,2,4,0
13구역,420,2006,8,3,1,0,액션,프랑스,0,27.0,30.7,100004,2,9,0
원탁의 천사,421,2006,8,3,1,0,코미디,한국,1,27.0,30.7,211808,2,5,0
레이크 하우스,422,2006,8,3,1,0,멜로/로맨스,미국,0,25.2,29.5,80902,2,10,0
천하장사 마돈나,423,2006,8,3,1,0,드라마,한국,1,25.2,29.5,200905,4,4,0
일본침몰,424,2006,8,3,1,0,드라마,일본,0,25.2,29.5,396446,4,1,0
해변의 여인,425,2006,8,3,1,0,드라마,한국,1,25.2,29.5,101184,2,8,0
뚝방전설,426,2006,9,3,0,0,액션,한국,1,22.0,28.1,200502,3,5,0
센티넬,427,2006,9,3,0,0,범죄,미국,0,22.0,28.1,78344,2,7,0
"연애, 그 참을 수 없는 가벼움",428,2006,9,3,0,0,멜로/로맨스,한국,1,22.0,28.1,256107,3,2,0
플라이트93,429,2006,9,4,0,0,범죄,미국,0,22.0,25.7,22551,1,10,0
"두뇌유희프로젝트, 퍼즐",430,2006,9,3,0,0,범죄,한국,1,21.5,27.0,154418,2,3,0
우리들의 행복한 시간,431,2006,9,3,0,0,드라마,한국,1,21.5,27.0,830636,7,1,1
가문의 부활 - 가문의 영광3,432,2006,9,3,0,0,코미디,한국,1,23.5,28.6,869284,5,1,1
야연,433,2006,9,3,0,0,사극,중국,0,23.5,28.6,191448,4,3,0
무도리,434,2006,9,3,0,0,드라마,한국,1,23.5,28.6,43951,2,6,0
앤트 불리,435,2006,9,3,0,0,애니메이션,미국,0,20.5,23.1,34454,3,6,0
BB프로젝트,436,2006,9,3,0,0,액션,홍콩,0,20.5,23.1,64002,3,5,0
구미호 가족,437,2006,9,3,0,0,코미디,한국,1,20.5,23.1,47236,2,8,0
타짜,438,2006,9,3,0,0,드라마,한국,1,20.5,23.1,992658,7,1,1
라디오 스타,439,2006,9,3,0,0,드라마,한국,1,20.5,23.1,181248,6,2,1
잘 살아보세,440,2006,9,3,0,0,코미디,한국,1,20.5,23.1,74837,3,6,0
레이디 인 더 워터,441,2006,10,4,0,0,판타지,미국,0,17.9,24.2,69170,2,6,0
월드 트레이드 센터,442,2006,10,6,0,0,드라마,미국,0,18.9,24.1,8325,4,4,0
폭력써클,443,2006,10,3,0,0,액션,한국,1,19.5,21.8,18015,1,10,0
DOA,444,2006,10,3,0,0,액션,독일,0,19.5,21.8,89838,2,5,0
거룩한 계보,445,2006,10,3,0,0,드라마,한국,1,19.5,21.8,525385,4,1,1
악마는 프라다를 입는다,446,2006,10,2,0,0,드라마,미국,0,13.5,17.2,35119,7,1,1
마음이...,447,2006,10,3,0,0,드라마,한국,1,15.0,18.8,283941,4,4,0
가을로,448,2006,10,3,0,0,멜로/로맨스,한국,1,15.0,18.8,298471,2,4,0
원피스 - 기계태엽성의 메카거병,449,2006,10,3,0,0,애니메이션,일본,0,15.0,18.8,135391,6,4,0
잔혹한 출근,450,2006,11,3,0,0,코미디,한국,1,14.5,18.3,200889,2,7,0
가디언,451,2006,11,3,0,0,액션,미국,0,14.5,18.3,76602,1,9,0
데스노트,452,2006,11,3,0,0,범죄,일본,0,14.5,18.3,234747,3,3,0
프레스티지,453,2006,11,3,0,0,스릴러,미국,0,14.5,18.3,149829,4,7,0
사일런트 힐,454,2006,11,3,0,0,공포(호러),미국,0,13.8,17.2,96784,1,10,0
열혈남아,455,2006,11,3,0,0,드라마,한국,1,13.8,17.2,214377,3,3,0
사랑 따윈 필요 없어,456,2006,11,3,0,0,멜로/로맨스,한국,1,13.8,17.2,234578,2,2,0
애정결핍이 두 남자에게 미치는 영향,457,2006,11,3,0,0,코미디,한국,1,3.4,7.0,236804,3,1,0
그루지 2,458,2006,11,3,0,0,공포(호러),미국,0,3.4,7.0,88459,1,9,0
어느 멋진 순간,459,2006,11,3,0,0,드라마,미국,0,3.4,7.0,99511,2,7,0
누가 그녀와 잤을까?,460,2006,11,3,0,0,코미디,한국,1,3.4,7.0,170040,2,4,0
플러쉬,461,2006,11,3,0,0,애니메이션,미국,0,7.9,11.3,130377,2,5,0
스텝 업,462,2006,11,3,0,0,멜로/로맨스,미국,0,7.9,11.3,111257,4,6,0
디파티드,463,2006,11,3,0,0,드라마,미국,0,7.9,11.3,237427,3,2,0
해바라기,464,2006,11,3,0,0,액션,한국,1,7.9,11.3,316456,5,1,1
그해 여름,465,2006,11,3,0,0,멜로/로맨스,한국,1,1.8,3.5,178071,2,5,0
사랑할 때 이야기하는 것들,466,2006,11,3,0,0,멜로/로맨스,한국,1,1.8,3.5,121705,2,7,0
판의 미로 - 오필리아와 세 개의 열쇠,467,2006,11,3,0,0,드라마,스페인,0,1.8,3.5,192753,4,4,0
쏘우 3,468,2006,11,3,0,0,공포(호러),미국,0,1.8,3.5,200462,3,3,0
싸이보그지만 괜찮아,469,2006,12,3,0,1,SF,한국,1,5.0,7.4,432435,2,1,0
저스트 프렌드,470,2006,12,3,0,1,코미디,미국,0,5.0,7.4,124639,2,6,0
Mr.로빈 꼬시기,471,2006,12,3,0,1,멜로/로맨스,한국,1,5.0,7.4,329955,3,2,0
로맨틱 홀리데이,472,2006,12,3,0,1,코미디,미국,0,3.3,6.1,370165,4,2,1
조용한 세상,473,2006,12,3,0,1,드라마,한국,1,3.3,6.1,127952,2,6,0
미녀는 괴로워,474,2006,12,3,0,1,멜로/로맨스,한국,1,3.3,6.1,828467,9,1,1
해피 피트,475,2006,12,3,0,1,애니메이션,미국,0,3.6,8.1,199196,2,7,0
박물관이 살아있다!,476,2006,12,3,0,1,코미디,미국,0,3.6,8.1,906985,5,1,1
007 카지노 로얄,477,2006,12,3,0,1,액션,미국,0,3.6,8.1,401872,3,4,0
중천,478,2006,12,3,0,1,액션,한국,1,3.6,8.1,715242,3,3,1
위대한 탄생,479,2006,12,3,0,1,드라마,미국,0,3.6,8.1,30317,1,9,0
올드미스다이어리,480,2006,12,3,0,1,코미디,한국,1,3.6,8.1,211664,3,4,0
조폭마누라3,481,2006,12,3,0,1,액션,한국,1,-8.4,-4.3,557118,3,3,1
부그와 엘리엇(애니),482,2007,1,3,0,1,애니메이션,미국,0,4.8,11.8,156792,2,7,0
오래된 정원,483,2007,1,3,0,1,드라마,한국,1,4.8,11.8,12022,2,9,0
언니가 간다,484,2007,1,3,0,1,코미디,한국,1,4.8,11.8,129181,1,8,0
묵공,485,2007,1,2,0,1,전쟁,중국,0,-0.4,2.9,186513,2,7,0
데스노트 : 라스트 네임,486,2007,1,2,0,1,범죄,일본,0,-0.4,2.9,329188,2,5,0
에라곤,487,2007,1,3,0,1,판타지,미국,0,-1.6,1.5,446948,3,2,0
데자뷰,488,2007,1,3,0,1,액션,미국,0,-1.6,1.5,243080,3,5,0
허브,489,2007,1,3,0,1,드라마,한국,1,-1.6,1.5,413378,3,3,1
블러드 다이아몬드,490,2007,1,3,0,1,드라마,미국,0,-1.6,1.5,149809,2,9,0
마파도2,491,2007,1,3,0,1,코미디,한국,1,1.0,4.3,646161,3,1,1
천년여우 여우비,492,2007,1,3,0,1,애니메이션,한국,1,1.0,4.6,180635,3,7,0
미스 포터,493,2007,1,3,0,1,드라마,영국,0,1.0,4.6,177111,2,9,0
황후화,494,2007,1,3,0,1,액션,홍콩,0,1.0,4.6,433043,3,3,0
최강로맨스,495,2007,1,3,0,1,멜로/로맨스,한국,1,1.0,4.6,449803,4,2,1
아포칼립토,496,2007,1,2,0,1,액션,미국,0,-3.7,-0.3,148552,2,8,0
클릭,497,2007,2,3,0,0,코미디,미국,0,-5.4,-1.5,169683,2,5,0
그놈 목소리,498,2007,2,3,0,0,드라마,한국,1,-5.4,-1.5,1301859,4,1,1
샬롯의 거미줄,499,2007,2,3,0,0,드라마,미국,0,5.6,6.5,136830,2,6,0
바람피기 좋은 날,500,2007,2,3,0,0,드라마,한국,1,5.6,6.5,640174,5,2,1
김관장 대 김관장 대 김관장,501,2007,2,3,0,0,코미디,한국,1,5.6,6.5,437325,3,3,0
록키 발보아,502,2007,2,2,0,0,드라마,미국,0,-0.1,4.0,105334,1,8,0
1번가의 기적,503,2007,2,2,0,0,드라마,한국,1,-0.1,4.0,641151,6,1,1
복면달호,504,2007,2,2,0,0,코미디,한국,1,-0.1,4.0,389575,5,2,1
비밀의 숲 테라비시아,505,2007,2,3,0,0,어드벤처,미국,0,0.0,4.4,119391,3,6,0
아버지의 깃발,506,2007,2,3,0,0,드라마,미국,0,0.0,4.4,106438,2,7,0
드림걸즈,507,2007,2,3,0,0,드라마,미국,0,7.6,13.1,229198,4,5,0
바벨,508,2007,2,3,0,0,드라마,멕시코,0,7.6,13.1,106062,2,9,0
마강호텔,509,2007,2,3,0,0,코미디,한국,1,7.6,13.1,126314,1,8,0
행복을 찾아서,510,2007,2,2,0,0,드라마,미국,0,8.1,14.8,274899,3,4,0
한니발 라이징,511,2007,2,2,0,0,스릴러,미국,0,8.1,14.8,148572,2,7,0
그 여자 작사 그 남자 작곡,512,2007,2,2,0,0,멜로/로맨스,미국,0,8.1,14.8,296136,6,1,1
좋지 아니한가,513,2007,3,3,0,0,드라마,한국,1,10.2,15.3,168917,2,6,0
일루셔니스트,514,2007,3,3,0,0,드라마,미국,0,0.7,3.9,244255,3,3,0
스모킹 에이스,515,2007,3,3,0,0,액션,미국,0,0.7,3.9,97429,2,8,0
쏜다,516,2007,3,2,0,0,코미디,한국,1,6.6,11.6,177923,2,4,0
300,517,2007,3,2,0,0,액션,미국,0,6.6,11.6,1003521,6,1,1
페인티드 베일,518,2007,3,3,0,0,멜로/로맨스,중국,0,9.1,14.5,74333,1,7,0
브레이크 업 : 이별후애(愛),519,2007,3,3,0,0,코미디,미국,0,7.9,12.6,109686,2,6,0
수,520,2007,3,3,0,0,액션,한국,1,7.9,12.6,126407,2,5,0
넘버23,521,2007,3,3,0,0,스릴러,미국,0,7.9,12.6,198947,3,3,0
향수 : 어느 살인자의 이야기,522,2007,3,3,0,0,드라마,영국,0,7.9,12.6,304328,4,2,0
빼꼼의 머그잔 여행,523,2007,3,3,0,0,드라마,한국,1,7.9,12.6,50366,2,9,0
블랙북,524,2007,3,3,0,0,드라마,네덜란드,0,5.6,10.6,77819,3,6,0
뷰티풀 선데이,525,2007,3,3,0,0,스릴러,한국,1,5.6,10.6,100141,2,5,0
이장과 군수,526,2007,3,3,0,0,코미디,한국,1,5.6,10.6,502394,4,2,1
마하 2.6: 풀스피드,527,2007,4,3,0,0,액션,프랑스,0,8.3,13.6,32724,2,9,0
우아한 세계,528,2007,4,3,0,0,액션,한국,1,8.3,13.6,397349,4,1,0
철없는 그녀의 아찔한 연애코치,529,2007,4,3,0,0,코미디,미국,0,8.3,13.6,110693,2,5,0
고스트 라이더,530,2007,4,3,0,0,액션,미국,0,11.8,15.6,196655,3,4,0
천년학,531,2007,4,3,0,0,드라마,한국,1,11.8,15.6,63405,1,8,0
극락도 살인사건,532,2007,4,3,0,0,공포(호러),한국,1,11.8,15.6,587034,7,1,1
굿셰퍼드,533,2007,4,3,0,0,미스터리,미국,0,12.7,17.5,33943,1,10,0
로빈슨 가족,534,2007,4,3,0,0,애니메이션,미국,0,12.7,17.5,46199,2,10,0
눈부신 날에,535,2007,4,3,0,0,드라마,한국,1,12.7,17.5,144973,2,4,0
동갑내기 과외하기 레슨 2,536,2007,4,3,0,0,코미디,한국,1,12.7,17.5,212102,3,2,0
리핑 10개의 재앙,537,2007,4,3,0,0,SF,미국,0,12.7,17.5,181789,5,2,0
선샤인,538,2007,4,3,0,0,SF,미국,0,12.7,17.5,57707,1,9,0
닌자거북이 TMNT,539,2007,4,2,0,0,액션,미국,0,12.9,17.7,72721,2,7,0
날아라 허동구,540,2007,4,3,0,0,가족,한국,1,14.7,21.1,173275,3,5,0
더블타겟,541,2007,4,3,0,0,액션,미국,0,14.7,21.1,188855,5,4,0
스파이더맨 3,542,2007,5,1,0,0,액션,미국,0,14.0,16.8,2388564,6,1,1
아들,543,2007,5,1,0,0,드라마,한국,1,14.0,16.8,240197,3,3,0
쉬즈 더 맨,544,2007,5,3,0,0,코미디,미국,0,15.3,19.5,34374,5,8,0
용호문,545,2007,5,3,0,0,액션,홍콩,0,15.7,22.8,49695,1,7,0
내일의 기억,546,2007,5,3,0,0,드라마,일본,0,15.7,22.8,43636,2,8,0
못말리는 결혼,547,2007,5,3,0,0,코미디,한국,1,15.7,22.8,349840,6,2,1
넥스트,548,2007,5,3,0,0,SF,미국,0,18.3,24.0,255351,3,3,0
눈물이 주룩주룩,549,2007,5,3,0,0,드라마,일본,0,18.3,24.0,88821,2,5,0
전설의 고향,550,2007,5,2,0,0,공포(호러),한국,1,20.7,25.6,210218,3,3,0
캐리비안의 해적: 세상의 끝에서,551,2007,5,2,0,0,액션,미국,0,20.7,25.6,2455491,7,1,1
밀양,552,2007,5,2,0,0,드라마,한국,1,20.7,25.6,318894,8,2,1
상성: 상처받은 도시,553,2007,5,3,0,0,액션,홍콩,0,22.2,27.2,54546,2,7,0
팩토리 걸 ,554,2007,5,3,0,0,드라마,미국,0,22.2,27.2,6485,1,10,0
데스워터,555,2007,5,3,0,0,공포(호러),일본,0,22.2,27.2,40826,2,8,0
메신져 - 죽은자들의 경고,556,2007,6,2,0,0,공포(호러),미국,0,20.1,24.8,149583,2,5,0
슈렉3,557,2007,6,2,0,0,애니메이션,미국,0,20.1,24.8,1628327,6,1,1
황진이,558,2007,6,2,0,0,드라마,한국,1,20.1,24.8,675943,5,2,1
오션스 써틴,559,2007,6,3,0,0,범죄,미국,0,23.4,28.5,484639,5,1,1
황색 눈물,560,2007,6,3,0,0,드라마,일본,0,23.4,28.5,15588,1,8,0
러브 & 트러블,561,2007,6,3,0,0,멜로/로맨스,프랑스,0,23.4,28.5,110597,3,6,0
시간을 달리는 소녀,562,2007,6,3,0,0,애니메이션,일본,0,23.4,28.5,12316,1,9,0
4.4.4,563,2007,6,2,0,0,범죄,미국,0,24.2,28.6,126551,3,5,0
뜨거운녀석들,564,2007,6,3,0,0,코미디,영국,0,21.0,23.2,53918,1,9,0
검은 집,565,2007,6,3,0,0,스릴러,한국,1,21.0,23.2,473123,5,2,1
두 번째 사랑,566,2007,6,3,0,0,드라마,한국,1,21.0,23.2,45291,2,10,0
